From_Date,To_Date,Price
Sep10,Wed,"$2,310"
Sep11,Sun,"$1,572"
Sep11,Sep21,"$1,415"
Sep11,Sep22,"$1,572"
Sep11,Tue,"$1,415"
Sep11,Sep23,"$2,301"
Sep11,Wed,"$1,775"
Sep11,Sep24,"$1,771"
Sep12,Sun,"$1,775"
Sep12,Sep21,"$1,775"
Sep12,Sep22,"$1,953"
Sep12,Tue,"$1,775"
Sep12,Sep23,"$2,442"
Sep12,Wed,"$1,821"
Sep12,Sep24,"$1,817"
Sep13,Sun,"$1,565"
Sep13,Sep21,"$1,787"
Sep13,Sep22,"$2,423"
Sep13,Tue,"$1,737"
Sep13,Sep23,"$2,423"
Sep13,Wed,"$2,442"
Sep13,Sep24,"$2,617"
Sep14,Sun,"$2,402"
Sep14,Sep28,"$2,402"
Sep14,Sep29,"$2,402"
Sep14,Tue,"$2,348"
Sep14,Sep30,"$2,964"
Sep14,Wed,"$2,205"
Sep14,Oct1,"$2,699"
Sep15.,Sun,"$1,733"
Sep15.,Sep28,"$2,339"
Sep15.,Sep29,"$2,447"
Sep15.,Tue,"$1,950"
Sep15.,Sep30,"$2,901"
Sep15.,Wed,"$2,134"
Sep15.,Oct1,"$2,636"
Sep16,Sun,"$2,402"
Sep16,Sep28,"$2,442"
Sep16,Sep29,"$2,402"
Sep16,Tue,"$2,277"
Sep16,Sep30,"$3,198"
Sep16,Wed,"$2,134"
Sep16,Oct1,"$2,724"
Sep17,Sun,"$2,402"
Sep17,Sep28,"$2,299"
Sep17,Sep29,"$2,402"
Sep17,Tue,"$2,134"
Sep17,Sep30,"$3,437"
Sep17,Wed,"$1,991"
Sep17,Oct1,"$2,724"
Sep18,Sun,"$2,523"
Sep18,Sep28,"$2,513"
Sep18,Sep29,"$2,523"
Sep18,Tue,"$2,348"
Sep18,Sep30,"$3,222"
Sep18,Wed,"$2,205"
Sep18,Oct1,"$2,805"
Sep19,Sun,"$1,957"
Sep19,Sep28,"$1,957"
Sep19,Sep29,"$1,957"
Sep19,Tue,"$2,979"
Sep19,Sep30,"$2,169"
Sep19,Wed,"$3,855"
Sep19,Oct1,"$3,020"
Sep20,Sun,"$1,648"
Sep20,Sep28,"$2,235"
Sep20,Sep29,"$2,717"
Sep20,Tue,"$1,950"
Sep20,Sep30,"$2,205"
Sep20,Wed,"$2,999"
Aug31,Sun,"$2,968"
Aug31,Sep21,"$2,044"
Aug31,Sep22,"$2,984"
Aug31,Tue,"$2,044"
Aug31,Sep23,"$3,127"
Aug31,Wed,"$2,612"
Aug31,Sep24,"$3,491"
Sep1,Sun,"$1,402"
Sep1,Sep21,"$1,856"
Sep1,Sep22,"$2,855"
Sep1,Tue,"$2,173"
Sep1,Sep23,"$1,953"
Sep2,Sun,"$1,572"
Sep2,Sep21,"$1,415"
Sep2,Sep22,"$1,572"
Sep2,Tue,"$1,415"
Sep2,Sep23,"$2,306"
Sep2,Wed,"$2,070"
Sep2,Sep24,"$2,479"
Sep3,Sun,"$1,572"
Sep3,Sep21,"$1,729"
Sep3,Sep22,"$1,572"
Sep3,Tue,"$1,729"
Sep3,Sep23,"$2,403"
Sep3,Wed,"$1,775"
Sep3,Sep24,"$1,771"
Sep4,Sun,"$1,729"
Sep4,Sep21,"$1,415"
Sep4,Sep22,"$1,907"
Sep4,Tue,"$1,415"
Sep4,Sep23,"$2,403"
Sep4,Wed,"$1,775"
Sep4,Sep24,"$1,771"
Sep5,Sun,"$1,775"
Sep5,Sep21,"$1,775"
Sep5,Sep22,"$2,189"
Sep5,Tue,"$1,775"
Sep5,Sep23,"$2,189"
Sep5,Wed,"$1,821"
Sep5,Sep24,"$1,817"
Sep6,Sun,"$1,402"
Sep6,Sep21,"$1,775"
Sep6,Sep22,"$1,618"
Sep6,Tue,"$1,574"
Sep6,Sep23,"$2,347"
Sep6,Wed,"$1,821"
Sep6,Sep24,"$1,817"
Aug31,Sun,"$3,508"
Aug31,Sep28,"$2,699"
Aug31,Sep29,"$3,756"
Aug31,Tue,"$2,412"
Aug31,Sep30,"$3,756"
Aug31,Wed,"$2,391"
Aug31,Oct1,"$3,491"
Sep1,Sun,"$1,733"
Sep1,Sep28,"$1,950"
Sep1,Sep29,"$2,123"
Sep1,Tue,"$2,203"
Sep1,Sep30,"$3,676"
Sep2,Sun,"$2,447"
Sep2,Sep28,"$1,572"
Sep2,Sep29,"$2,447"
Sep2,Tue,"$1,877"
Sep2,Sep30,"$3,441"
Sep2,Wed,"$1,762"
Sep2,Oct1,"$2,729"
Sep3,Sun,"$1,729"
Sep3,Sep28,"$1,572"
Sep3,Sep29,"$2,277"
Sep3,Tue,"$3,446"
Sep3,Sep30,"$2,134"
Sep3,Wed,"$2,826"
Sep4,Sun,"$1,729"
Sep4,Sep28,"$1,911"
Sep4,Sep29,"$1,877"
Sep4,Tue,"$2,123"
Sep4,Sep30,"$1,762"
Sep4,Wed,"$2,826"
Sep5,Sun,"$1,775"
Sep5,Sep28,"$2,846"
Sep5,Sep29,"$2,290"
Sep5,Tue,"$2,483"
Sep5,Sep30,"$3,325"
Sep5,Wed,"$3,259"
Sep5,Oct1,"$2,612"
Sep6,Sun,"$1,733"
Sep6,Sep28,"$1,618"
Sep6,Sep29,"$1,957"
Sep6,Tue,"$1,950"
Sep6,Sep30,"$3,482"
Sep6,Wed,"$2,134"
Sep6,Oct1,"$2,770"
